,NDNRF_1,NDNRF_2,NDNRF_3,NDNRF_4,NDNRF_5,NDNRF_6,NDNRF_7,NDNRF_8,NDNRF_9,NDNRF_10,NDNRF_11,T2DKD_1,T2DKD_2,T2DKD_3,T2DKD_4,T2DKD_5,T2DKD_6,T2DKD_7,T2DKD_8,T2DKD_9,T2DNRF_1,T2DNRF_2,T2DNRF_3,T2DNRF_4,T2DNRF_5,T2DNRF_6,T2DNRF_7,T2DNRF_8,T2DNRF_9,T2DNRF_10,T2DNRF_11,T2DNRF_12,T2DNRF_13
hsa-let-7a-5p,28871,18683,187268,39558,418341,108321,317465,54612,79159,80791,25991,15056,43243,84408,37749,103974,74486,17643,91556,19487,175863,39204,150563,462402,129750,79983,170668,234179,50539,213217,82628,196642,71543
hsa-let-7a-3p,0,0,0,57,9,48,11,1,49,52,0,0,3,15,4,36,64,0,1,0,96,0,11,0,7,20,17,113,0,52,29,47,0
hsa-let-7b-5p,45280,80753,154877,45838,553653,209145,93084,140234,118461,156838,77304,35524,36213,142088,43824,344166,54892,18080,60840,41865,369122,229189,638377,212800,134324,110049,350468,364364,74581,322209,179556,403412,65237
hsa-let-7b-3p,43,12,70,48,27,94,38,0,41,138,31,16,30,96,6,2,139,3,25,21,152,3,67,39,65,1,23,62,31,112,38,33,27
hsa-let-7c-5p,702,293,3018,524,5023,1406,3254,964,1760,1439,444,217,683,801,550,953,930,281,1762,422,4079,1110,4707,5984,1652,1272,4439,2646,842,3217,1647,2394,1071
hsa-let-7c-3p,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0
hsa-let-7d-5p,1914,820,11420,3990,20557,6374,12709,4201,3168,2951,2374,589,2826,5816,2916,3610,2902,767,6164,2612,20015,6890,10023,27547,4845,4362,12046,10215,3434,9426,4990,10786,4043
hsa-let-7d-3p,1416,266,1750,1503,1700,1197,2013,300,1738,1325,731,316,987,1556,397,419,3495,392,1367,727,4907,2393,1327,1738,1425,750,820,1054,564,1686,642,963,1217
hsa-let-7e-5p,1049,172,8055,1412,3204,1706,20711,1500,2718,3099,307,67,554,739,1036,306,2916,407,3970,207,5530,2156,1391,24222,4425,5123,5958,3537,2716,1863,979,3324,1504
hsa-let-7e-3p,0,0,17,0,0,0,3,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,0
hsa-let-7f-5p,27405,3753,221549,43600,131587,46318,224390,35609,53254,74533,7944,4210,24785,31121,24228,8978,99891,8332,67224,5694,88714,12679,30880,310436,87269,116803,175261,77526,48434,78739,36702,94410,43316
hsa-let-7f-1-3p,39,0,30,0,11,14,5,0,9,30,0,0,5,0,1,0,9,0,5,0,0,0,9,7,0,16,9,1,0,14,1,3,9
hsa-let-7f-2-3p,72,0,0,34,0,0,16,0,29,40,9,11,7,19,2,1,158,2,10,6,0,0,13,5,6,38,4,36,0,15,18,32,1
hsa-miR-15a-5p,950,118,2273,3837,417,3185,304,1066,921,2011,1753,88,559,1469,480,561,1661,61,430,907,5461,1975,897,542,601,2269,1625,5576,1356,3636,3094,4516,693
hsa-miR-15a-3p,0,0,0,24,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,63,0,0,0,0,10,6,11,0,2,12,6,2
hsa-miR-16-5p,624103,161851,862463,1209971,461460,2507596,237886,841383,1113093,1830879,1337230,192776,179705,1271083,223793,2838863,1141812,54541,297604,366805,3944221,564553,386469,295154,503772,1101034,1385542,2512013,740126,1492648,978577,1956314,307176
hsa-miR-16-1-3p,0,0,51,54,0,9,0,35,0,0,0,0,1,5,0,0,4,0,1,14,0,0,0,0,5,11,0,0,0,0,12,16,2
hsa-miR-17-5p,1155,135,4323,1300,336,2160,1454,1111,779,2522,2014,102,457,732,243,728,2027,85,804,395,9515,9415,808,1814,1246,1500,4022,3183,1170,2941,1621,2893,644
hsa-miR-17-3p,24,0,54,300,2,32,5,242,9,8,71,7,6,14,13,18,11,2,31,5,341,581,4,0,7,67,85,30,63,89,81,129,4
hsa-miR-18a-5p,181,33,991,459,26,412,250,96,234,440,347,13,162,77,49,44,126,5,264,86,2028,2,101,282,167,302,725,561,314,440,692,988,190
hsa-miR-18a-3p,0,15,61,34,17,0,22,108,0,103,0,0,26,6,16,0,0,17,50,47,694,1811,115,37,39,37,12,27,0,55,88,166,44
hsa-miR-19a-3p,652,74,2190,6868,65,1422,434,538,483,1348,1370,77,240,474,69,157,693,14,167,251,4561,2108,192,210,381,3242,709,1192,936,1177,1400,1314,303
hsa-miR-19b-1-5p,0,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,2,7,1,8,0,5,11,10,0,12,0
hsa-miR-19b-3p,2248,354,6117,23367,171,4043,881,2544,1806,4484,5914,252,727,1299,348,213,2518,47,544,853,13162,14823,741,519,1445,12405,1982,4563,2993,4248,4775,3841,998
hsa-miR-20a-5p,696,104,5997,3940,650,2954,2234,1183,841,1770,1427,82,1242,1031,604,210,2232,87,2190,1190,8759,857,1370,3899,1578,2643,5075,4260,1933,3087,4334,6809,1531
hsa-miR-20a-3p,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0
hsa-miR-21-5p,33153,809,68043,74395,9297,35247,8856,79519,60733,44531,20143,3485,8715,13493,10460,6764,30491,3225,16142,6864,99357,51632,7087,10354,9780,91751,28257,51649,42081,63279,62620,62644,13918
hsa-miR-21-3p,123,0,162,91,0,37,7,93,144,75,0,0,11,13,3,20,68,4,17,8,212,215,9,2,0,86,31,59,159,41,45,50,5
hsa-miR-22-5p,48,0,110,45,1,22,63,0,10,0,16,0,18,22,5,0,10,6,73,29,120,0,33,106,0,28,84,25,1,50,98,92,27
hsa-miR-22-3p,3261,212,6508,17051,1238,5122,1469,5485,2892,2963,6793,421,2000,1950,1162,1000,2110,267,2336,3710,32500,40515,4219,2723,1106,3933,4434,4833,5236,10040,9769,9247,2107
hsa-miR-23a-5p,0,0,13,17,9,0,114,0,0,15,54,1,5,0,0,0,36,1,11,15,0,0,24,103,12,3,23,13,30,3,11,5,7
hsa-miR-23a-3p,2281,92,5812,4967,1194,2031,3024,1892,2419,4575,1617,162,1418,939,803,208,3941,373,2792,1315,17677,12933,3236,5413,1412,3325,4073,3312,3647,3111,3992,3547,1839
hsa-miR-24-3p,4111,256,15782,13553,2474,8747,10157,5836,5441,10431,7042,309,2482,2510,1409,1637,9318,562,8158,2483,37535,40434,4955,18418,3784,8284,16156,9037,8747,6864,8759,10381,2724
hsa-miR-24-2-5p,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
hsa-miR-25-5p,148,29,122,121,111,61,66,101,37,19,67,44,16,52,15,0,39,7,37,46,751,219,76,53,93,87,73,41,29,55,37,73,37
hsa-miR-25-3p,53845,13629,60192,104453,22973,56331,16504,37574,47861,60825,64429,11374,6951,47192,6632,28529,45415,2807,15622,14278,223385,288315,26484,13548,20041,84757,30507,64419,37864,48205,48258,44890,13140
hsa-miR-26a-5p,24805,2346,130849,67275,14311,31748,49899,35162,44663,63734,19523,1543,21013,17054,16260,7031,58943,2240,37890,6518,240035,44741,20995,77334,26124,92079,87881,51383,60921,33629,60642,80313,28804
hsa-miR-26a-1-3p,89,0,245,88,24,38,98,0,103,149,21,0,27,44,8,0,416,3,51,3,0,0,8,113,49,78,64,21,41,33,36,64,29
hsa-miR-26b-5p,3255,795,14929,10020,3351,9165,1617,9802,9605,15749,6571,600,2632,3503,3269,1993,4895,354,2904,966,89284,13679,9277,6085,4001,15085,21425,22934,5588,35089,38748,41754,5680
hsa-miR-26b-3p,39,0,31,38,0,25,32,43,49,78,123,0,2,4,9,25,0,0,2,1,631,704,45,22,10,64,100,105,0,58,39,66,9
hsa-miR-27a-5p,0,8,10,17,2,0,7,49,6,0,0,8,3,0,5,0,0,3,11,4,248,0,0,21,5,26,0,26,25,12,6,17,13
hsa-miR-27a-3p,2023,70,5539,5427,384,2162,1670,1735,2577,5215,1366,104,576,949,455,331,3620,91,1098,366,11910,4743,640,2263,895,2918,3446,3260,3653,2542,2341,3013,471
hsa-miR-28-5p,27,0,159,77,4,0,31,107,16,57,37,0,26,5,15,5,58,7,70,17,264,0,13,103,22,66,77,25,32,20,52,71,24
hsa-miR-28-3p,2499,152,5860,5063,1377,715,4113,1466,2597,2761,776,189,863,1330,359,160,9189,180,1888,211,8719,9239,546,2365,1578,6326,1389,660,2309,468,966,930,648
hsa-miR-29a-5p,0,0,0,0,0,0,3,0,9,0,15,0,0,0,0,0,8,0,0,3,0,0,4,3,0,0,14,1,0,0,24,12,0
hsa-miR-29a-3p,1730,209,1705,3674,196,2769,474,4204,3560,3031,1610,249,271,988,623,329,1999,209,711,372,10339,1570,704,626,537,5228,2998,4791,5096,1528,3872,2440,394
hsa-miR-30a-5p,896,92,512,2999,162,1212,196,1309,2651,2279,1066,112,204,430,131,281,718,56,163,246,7643,1315,453,305,276,2938,1041,1118,1606,939,2313,742,177
hsa-miR-30a-3p,25,24,154,123,30,203,175,75,379,193,111,17,26,9,12,1,215,4,45,37,614,5,46,133,68,244,71,170,330,47,180,55,33
hsa-miR-31-5p,0,0,0,13,0,0,2,0,0,0,0,0,2,0,4,0,0,0,0,3,0,0,8,4,0,0,0,5,0,11,2,0,4
hsa-miR-32-5p,444,42,1756,1989,245,1491,94,1007,1165,1642,602,36,194,301,315,309,681,27,154,299,1511,813,223,226,179,2123,1948,2412,455,1868,1926,2528,237
hsa-miR-32-3p,0,0,54,13,0,13,10,0,17,41,0,0,0,0,1,0,53,0,3,0,0,0,0,22,0,7,2,19,0,4,13,9,4
hsa-miR-33a-5p,137,5,280,364,2,79,45,101,84,65,71,5,2,38,13,19,105,0,36,17,650,0,8,6,23,307,137,115,178,27,81,128,16
hsa-miR-33a-3p,0,0,17,10,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0
hsa-miR-92a-1-5p,64,0,0,0,0,0,0,0,14,0,0,0,2,13,1,0,12,0,7,0,0,214,16,10,6,0,0,3,0,13,8,10,5
hsa-miR-92a-3p,56539,11878,67325,59100,77652,69530,26309,83170,48871,48359,30895,13079,62065,51306,33520,12081,29837,21866,92157,198149,181376,75152,134070,34320,37276,31475,41534,51056,47322,81746,76184,130643,95224
hsa-miR-92a-2-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-93-5p,40701,11958,58319,100803,7250,53715,57584,40404,44051,85187,53114,8200,9302,56686,7827,23873,122562,2625,30461,9207,198982,82200,6247,10429,29727,88891,35862,44593,48396,31943,36722,43872,14002
hsa-miR-93-3p,42,7,106,53,2,0,14,38,29,41,58,0,22,0,5,0,39,4,29,15,115,1218,105,24,20,78,62,37,16,25,132,77,22
hsa-miR-95-5p,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
hsa-miR-95-3p,74,0,125,68,15,154,30,0,102,167,8,2,16,24,22,24,48,3,38,2,127,58,44,77,43,105,112,193,31,46,73,120,20
hsa-miR-96-5p,157,11,249,252,51,148,11,396,23,84,19,68,103,116,158,19,52,16,65,114,317,326,64,5,16,146,121,535,53,266,201,561,86
hsa-miR-98-5p,246,59,3496,829,2100,757,1732,483,682,805,192,37,522,359,355,183,603,158,976,176,2556,499,1386,8331,951,822,2660,1528,664,1804,1283,2194,657
hsa-miR-98-3p,21,0,22,15,1,19,9,0,0,41,0,0,3,7,2,0,46,0,2,1,79,0,4,5,6,0,1,4,0,3,1,1,2
hsa-miR-99a-5p,162,18,332,195,48,29,16,303,272,224,25,22,74,17,69,0,54,38,80,55,939,1599,123,107,48,326,252,219,114,191,610,172,76
hsa-miR-99a-3p,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,2,11,0,0
hsa-miR-100-5p,91,14,10,43,7,14,12,123,105,59,0,3,24,10,48,0,0,2,16,16,505,431,74,48,3,109,105,47,77,106,130,43,24
hsa-miR-101-5p,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,14,3,0,0
hsa-miR-101-3p,4399,229,5410,19962,400,10196,421,8229,5194,10488,7341,580,259,3422,799,2306,3572,42,375,468,23964,4386,522,227,910,16557,5126,10564,8002,5707,6331,10977,421
hsa-miR-29b-1-5p,0,6,10,65,7,10,20,0,9,29,0,0,5,18,5,0,21,0,13,0,127,0,25,56,15,5,26,15,0,10,17,7,7
hsa-miR-29b-3p,793,71,1407,2457,71,1797,223,854,784,1970,1490,51,120,476,128,175,1325,7,205,103,6791,3313,346,157,310,2006,1235,2514,1071,1094,1561,1580,202
hsa-miR-29b-2-5p,0,0,0,6,12,13,4,0,35,0,1,0,0,12,1,22,11,1,5,3,276,0,5,6,7,0,1,21,0,6,5,12,10
hsa-miR-103a-2-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,2,0,1
hsa-miR-103a-3p,24362,1780,68124,50610,11530,13037,41327,19482,12706,16352,6610,764,9405,9893,9094,898,23528,1860,26496,4343,93891,65115,8620,26005,19656,52032,27072,18007,24521,22548,20501,33001,17815
hsa-miR-106a-5p,0,0,33,12,3,57,6,7,14,40,25,1,3,13,3,11,5,0,2,8,39,18,5,28,7,8,65,19,2,50,31,37,6
hsa-miR-107,1922,400,5399,8903,1657,7755,1130,6226,2176,3634,3504,310,1011,2407,1743,534,1168,198,1549,2519,30654,21015,3003,2024,1429,4522,6316,12153,4540,15311,8963,16713,1760
hsa-miR-16-2-3p,4,0,59,36,19,32,0,1,24,23,28,0,3,5,1,0,24,0,3,9,2,0,10,19,7,15,0,105,29,35,24,38,8
hsa-miR-192-5p,2097,337,2592,6281,328,3854,356,2200,5812,5452,4184,439,256,1382,198,1269,2164,48,405,614,17451,8434,1039,450,811,5756,2174,4512,2803,7332,4144,3652,537
hsa-miR-192-3p,32,0,9,0,0,0,0,0,0,0,0,0,2,0,0,0,20,0,0,0,0,0,0,0,0,10,0,8,0,8,6,0,0
hsa-miR-196a-5p,1,0,4,0,75,19,4,0,47,44,38,11,5,7,7,47,0,3,0,6,130,2,4,21,17,15,20,208,1,112,18,54,5
hsa-miR-196a-1-3p,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-197-5p,0,9,50,13,19,68,31,103,40,54,86,0,0,23,1,0,20,4,6,6,0,0,5,17,14,38,35,24,65,52,24,48,1
hsa-miR-197-3p,126,25,510,127,419,146,955,36,67,83,15,3,675,120,174,0,446,132,1110,502,1277,1386,1413,1085,555,56,246,114,59,152,129,195,876
hsa-miR-199a-5p,732,25,1584,1447,66,844,459,668,503,1584,403,22,124,416,75,192,3675,39,648,54,3218,2888,48,373,217,981,1232,490,759,313,412,715,95
hsa-miR-199a-3p,18823,544,75986,16754,10897,16347,31974,21816,21138,12699,4307,781,6084,7238,3954,4237,23598,2611,29094,3063,45122,38752,5384,43667,4325,29483,57643,16542,26971,7139,13550,25551,4882
hsa-miR-208a-5p,0,0,0,0,0,0,0,0,0,14,26,0,0,0,0,0,0,0,0,11,0,0,0,3,0,0,0,0,0,0,0,0,0
hsa-miR-208a-3p,0,0,27,0,0,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1
hsa-miR-129-5p,0,7,0,35,15,2,13,0,47,33,53,0,5,9,0,0,0,2,3,4,0,0,5,4,3,0,10,10,0,18,5,1,3
hsa-miR-148a-5p,0,0,45,16,8,14,7,0,35,7,0,0,5,3,16,0,0,5,25,7,0,290,4,11,10,79,3,8,54,8,38,12,7
hsa-miR-148a-3p,24268,1609,33051,14169,3507,15249,9100,20743,47914,9811,13438,3525,2930,8188,3075,9566,3167,1260,7807,5387,146364,123047,2695,3928,5336,15870,26794,27888,28640,50188,20553,20106,4315
hsa-miR-30c-5p,175,69,588,569,79,505,312,146,347,534,343,10,115,290,62,94,650,12,208,121,2509,1025,502,325,249,645,392,708,275,627,576,459,168
hsa-miR-30c-2-3p,0,0,22,7,5,0,8,0,20,4,14,0,1,0,0,0,1,0,0,3,0,0,0,6,0,5,6,1,39,7,0,0,4
hsa-miR-30d-5p,11085,3645,12876,28746,4406,14196,5235,18792,15347,15452,16743,2501,2579,11252,2694,2979,10284,1524,4270,6392,54344,32992,11263,4861,5103,28686,10133,17833,14844,11910,17305,14280,4421
hsa-miR-30d-3p,39,0,19,94,3,13,15,80,93,21,36,3,5,2,6,49,15,5,12,1,162,0,2,8,12,62,40,23,104,36,18,29,0
hsa-miR-139-5p,48,5,352,67,87,78,79,0,140,154,21,4,49,28,48,0,159,5,95,49,287,729,259,488,121,101,144,149,32,103,66,147,50
hsa-miR-139-3p,1462,116,2226,715,778,339,952,810,1139,1085,449,196,260,376,481,0,842,85,481,112,4857,6574,584,1015,635,1483,503,240,745,175,435,402,405
hsa-miR-147a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
hsa-miR-7-5p,2226,500,3953,7951,935,2737,2895,3047,2046,4477,1738,570,401,1787,236,1552,5300,40,804,417,8550,7320,1406,1192,1960,5282,2155,2755,2434,1185,2327,3679,632
hsa-miR-7-1-3p,0,0,137,28,0,29,12,0,4,11,35,0,11,14,4,0,88,0,27,4,0,0,13,5,3,4,22,21,0,26,1,7,17
hsa-miR-7-2-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
hsa-miR-10a-5p,1414,52,2516,1390,348,475,470,2736,1449,1191,403,126,401,281,260,50,916,186,559,314,3490,4111,705,845,492,3420,1530,879,1323,1133,1028,1060,617
hsa-miR-10a-3p,0,0,0,12,6,12,24,0,4,37,0,0,2,33,3,0,65,1,19,0,150,0,5,27,0,60,65,18,62,0,7,20,6
hsa-miR-10b-5p,2793,55,1008,1830,344,514,136,2249,1918,917,333,189,481,353,176,70,597,133,242,219,1656,5928,637,312,348,2355,584,726,780,1555,1195,1023,609
hsa-miR-10b-3p,0,0,0,10,8,34,22,0,61,65,0,0,8,30,5,24,49,0,4,1,151,231,4,40,3,34,26,29,50,16,32,25,10
hsa-miR-34a-5p,27,24,154,319,19,62,622,0,480,263,59,37,44,95,10,19,75,9,120,12,983,578,13,83,98,238,122,382,175,194,684,116,38
hsa-miR-34a-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
hsa-miR-181a-5p,2331,94,7310,5356,1053,5557,600,6676,2114,4715,1840,84,1164,1043,1425,1802,2275,477,1797,1696,7902,13298,1831,4522,429,2156,7213,2786,3656,3694,4861,5890,1337
hsa-miR-181a-2-3p,381,28,720,356,105,319,149,536,227,416,101,0,69,98,69,54,594,46,162,39,1675,1306,196,324,66,557,400,220,314,156,349,272,109
hsa-miR-181b-5p,407,28,1106,623,224,1154,115,1272,1259,1388,243,34,232,201,164,427,405,104,316,302,1914,1802,313,570,97,373,1216,583,962,687,939,884,204
hsa-miR-181b-3p,0,0,7,0,0,0,0,0,0,4,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-181c-5p,0,0,37,16,0,20,7,41,18,59,0,0,1,15,13,0,14,0,15,1,103,0,11,12,0,22,44,8,23,20,5,42,6
hsa-miR-181c-3p,39,0,80,41,0,16,8,0,0,35,0,0,2,0,2,6,0,17,9,0,110,286,0,4,0,35,19,25,61,3,32,21,0
hsa-miR-182-5p,14744,1184,11679,7737,4822,7600,638,12080,4997,18435,10319,1630,632,2916,780,7016,3537,112,620,577,45212,24064,2997,1355,1605,12224,3525,19295,5431,14715,6335,14719,975
hsa-miR-182-3p,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,1,0
hsa-miR-183-5p,3683,296,3510,2082,2534,2494,242,1537,744,3195,1505,889,356,1040,273,2715,411,65,327,369,11396,3947,1571,701,593,2201,1558,5236,872,4968,1356,4952,400
hsa-miR-183-3p,0,0,0,0,0,20,0,0,0,12,11,0,0,0,0,0,0,0,1,6,119,191,0,0,0,0,0,25,0,15,11,8,0
hsa-miR-187-5p,0,0,0,29,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
hsa-miR-187-3p,0,0,0,0,0,0,12,0,22,0,0,0,2,0,4,0,4,1,1,0,0,0,0,4,0,6,10,2,0,0,0,3,3
hsa-miR-199b-5p,34,5,50,51,2,20,27,0,28,142,1,6,4,17,12,18,266,0,19,2,85,4,13,4,34,74,26,50,78,18,31,36,6
hsa-miR-199b-3p,18823,544,75986,16754,10897,16347,31974,21816,21138,12699,4307,781,6084,7238,3954,4237,23598,2611,29094,3063,45122,38752,5384,43667,4325,29483,57643,16542,26971,7139,13550,25551,4882
hsa-miR-203a-3p,104,10,54,0,0,37,25,98,13,23,4,40,7,24,10,0,8,10,15,25,754,0,17,1,14,29,15,17,35,13,97,32,13
hsa-miR-204-5p,47,6,0,0,12,5,17,0,18,0,0,0,7,0,4,0,0,4,0,3,0,0,49,22,11,0,9,3,0,4,15,10,6
hsa-miR-204-3p,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,8,0,2,4,102,197,8,7,0,10,4,6,0,0,4,0,0
hsa-miR-205-5p,65,17,102,75,30,110,21,216,76,175,47,14,47,41,24,0,17,52,108,57,1033,231,116,18,86,33,60,79,61,135,366,132,43
hsa-miR-205-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
hsa-miR-210-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
hsa-miR-210-3p,109,7,67,410,0,168,36,44,243,197,298,30,17,104,7,18,259,0,53,81,1162,627,2,0,49,166,36,96,222,184,114,100,28
hsa-miR-211-5p,0,5,0,6,4,8,6,0,5,7,16,0,0,0,0,0,0,0,5,4,0,0,14,3,6,5,0,17,0,11,0,4,3
hsa-miR-211-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,1
hsa-miR-212-5p,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-212-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,1
hsa-miR-181a-3p,266,6,867,284,29,175,47,300,174,146,71,0,62,60,31,20,103,25,80,41,646,1,59,229,49,337,383,188,398,132,338,173,39
hsa-miR-214-5p,38,5,0,0,0,11,5,0,6,11,0,0,3,0,5,0,27,5,3,3,140,0,4,7,0,13,11,10,0,4,5,4,3
hsa-miR-214-3p,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,3,4,89,1,2,3,0,0,0,0,0,10,0,0,3
hsa-miR-215-5p,73,8,242,223,31,70,19,3,99,26,37,17,12,6,1,5,74,4,11,2,189,313,14,27,19,267,31,126,66,1430,90,54,8
hsa-miR-215-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0
hsa-miR-216a-5p,152,0,0,0,0,0,0,0,30,0,0,0,2,0,0,0,0,0,0,0,133,0,0,1,0,15,0,0,29,17,7,11,0
hsa-miR-216a-3p,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-217-5p,32,0,0,0,0,0,0,0,7,15,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,4,3,0
hsa-miR-218-5p,0,0,0,2,0,27,0,0,12,12,20,0,0,0,0,55,0,0,5,23,108,0,3,0,0,7,0,33,10,10,2,7,17
hsa-miR-218-2-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
hsa-miR-219a-5p,0,0,0,33,0,29,10,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,5,6
hsa-miR-219a-1-3p,0,0,0,17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,18,0
hsa-miR-221-5p,16,0,0,0,0,0,2,0,0,0,0,0,4,0,2,0,0,0,7,0,0,0,3,3,0,0,9,7,0,0,5,11,0
hsa-miR-221-3p,3409,326,28544,9860,3195,5136,17930,6399,4235,8654,2548,116,3716,3163,2956,446,12549,1108,16225,3462,28249,32070,6099,34484,2055,6565,15650,4630,5955,5599,9660,9959,2875
hsa-miR-222-5p,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0
hsa-miR-222-3p,128,7,1092,458,152,523,328,324,229,428,174,16,160,118,134,55,219,44,271,248,3534,7656,609,1057,215,249,515,425,196,1055,495,718,187
hsa-miR-223-5p,17,41,228,160,41,74,155,70,121,167,20,11,26,66,36,47,441,6,73,11,0,472,37,131,53,222,160,105,72,44,38,70,34
hsa-miR-223-3p,21238,1931,89314,45198,9793,28387,34490,14002,23289,51641,23489,1088,7315,16450,5924,9373,90412,1667,15765,3449,168728,75053,19616,61940,17531,53299,73892,37159,32041,16469,23468,33280,7914
hsa-miR-224-5p,1398,344,8724,881,6099,965,4030,1202,916,6046,229,228,1505,9475,189,2129,27121,692,1632,143,8604,1246,740,9181,2300,1411,1294,1095,3346,968,823,557,255
hsa-miR-224-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
hsa-miR-200b-5p,0,0,26,8,10,0,2,26,4,16,0,0,2,0,0,0,0,0,2,0,0,0,3,7,5,0,0,3,0,15,7,3,3
hsa-miR-200b-3p,39,0,143,99,60,17,23,0,58,11,0,2,10,23,10,0,26,11,21,1,1,1,24,48,18,101,0,56,11,266,91,47,12
hsa-let-7g-5p,3252,1251,24011,8405,8083,9980,18488,3656,5064,11886,6329,668,2667,4301,1914,1542,8837,538,5489,1098,28264,8287,14840,41807,12150,10617,17240,21150,4229,21031,13273,22831,5125
hsa-let-7g-3p,0,0,0,43,0,15,0,38,2,14,35,0,1,5,0,0,0,0,0,3,107,0,0,0,0,0,0,20,0,10,3,9,3
hsa-let-7i-5p,64501,11746,235775,63348,100522,100314,113737,94549,84688,89090,36345,8113,18485,64264,27642,44339,59829,8128,60129,14717,301256,164625,37759,159012,50234,115326,224106,113416,75618,80977,59944,143874,24505
hsa-let-7i-3p,0,15,91,299,2,152,25,37,78,159,221,6,8,25,2,0,35,0,13,23,515,246,3,6,15,67,96,142,104,145,120,71,10
hsa-miR-1-3p,167,50,378,210,216,430,927,452,168,1275,59,73,102,216,51,69,3190,62,262,61,402,196,9,1151,432,958,338,151,373,36,80,203,247
hsa-miR-15b-5p,2061,291,3673,3897,560,6886,1083,2039,2138,4401,3157,135,736,1957,813,1019,2927,145,853,1114,13599,7495,1668,982,1205,3181,3394,8599,1906,9287,4636,9284,985
