miRNA,patient2_platelets,patient3_platelets,patient4_platelets,patient5_platelets,patient6_platelets,patient8_platelets,patient9_platelets,patient10_platelets,patient11_platelets,patient12_platelets,patient13_platelets,patient15_platelets,patient16_platelets,patient17_platelets,patient18_platelets,patient19_platelets,patient20_platelets,patient21_platelets,patient14_platelets,patient7a_platelets,patient7b_platelets,patient7c_platelets,control1_platelets,control2_platelets,control3_platelets,control4_platelets,control5_platelets,control6_platelets,control7_platelets,control8_platelets,control10_platelets,control11_platelets,control12_platelets,control13_platelets,control14_platelets,control15_platelets,control16_platelets,control17_platelets,control18_platelets,control20_platelets,control19_platelets,control9a_platelets,control9b_platelets,control9c_platelets,patient2_Microvesicles,patient3_Microvesicles,patient4_Microvesicles,patient5_Microvesicles,patient6_Microvesicles,patient8_Microvesicles,patient9_Microvesicles,patient10_Microvesicles,patient11_Microvesicles,patient12_Microvesicles,patient13_Microvesicles,patient15_Microvesicles,patient16_Microvesicles,patient17_Microvesicles,patient18_Microvesicles,patient19_Microvesicles,patient20_Microvesicles,patient21_Microvesicles,patient14_Microvesicles,patient7a_Microvesicles,patient7b_Microvesicles,patient7c_Microvesicles,control1_Microvesicles,control2_Microvesicles,control3_Microvesicles,control4_Microvesicles,control5_Microvesicles,control6_Microvesicles,control7_Microvesicles,control8_Microvesicles,control10_Microvesicles,control11_Microvesicles,control12_Microvesicles,control13_Microvesicles,control14_Microvesicles,control15_Microvesicles,control16_Microvesicles,control17_Microvesicles,control18_Microvesicles,control20_Microvesicles,control19_Microvesicles,control9a_Microvesicles,control9b_Microvesicles,control9c_Microvesicles,patient2_PBMC,patient3_PBMC,patient4_PBMC,patient5_PBMC,patient6_PBMC,patient8_PBMC,patient9_PBMC,patient10_PBMC,patient11_PBMC,patient12_PBMC,patient13_PBMC,patient15_PBMC,patient16_PBMC,patient17_PBMC,patient18_PBMC,patient19_PBMC,patient20_PBMC,patient21_PBMC,patient14_PBMC,patient7a_PBMC,patient7b_PBMC,patient7c_PBMC,control1_PBMC,control2_PBMC,control3_PBMC,control4_PBMC,control5_PBMC,control6_PBMC,control7_PBMC,control8_PBMC,control10_PBMC,control11_PBMC,control12_PBMC,control13_PBMC,control14_PBMC,control15_PBMC,control16_PBMC,control17_PBMC,control18_PBMC,control20_PBMC,control19_PBMC,control9a_PBMC,control9b_PBMC,control9c_PBMC
hsa-miR-101-star,5.011317,4.95696,5.324584,4.377235,5.128181,5.115246,5.125529,5.098762,5.142437,4.197304,3.597296,4.918766,4.35919,4.942205,4.874985,4.60673,4.701684,4.421247,4.006382,5.224727,5.194074,4.707925,4.01567,3.758081,4.7085,4.900909,4.022471,4.562954,4.246056,4.859468,5.010633,5.412058,4.483848,5.061728,3.995641,4.936102,4.011658,4.154718,5.095385,4.647965,4.793644,5.112729,4.97097,5.328963,3.924906,3.597079,3.570026,3.715954,4.130267,4.279058,3.718661,3.840513,4.190942,3.757321,3.833515,4.658634,3.794672,3.906243,3.867598,3.660297,4.143981,3.793221,4.03815,4.038903,3.733016,4.115334,4.112998,4.087213,3.76397,4.074739,4.093104,4.199048,3.71139,3.741636,3.965946,4.327922,4.310926,3.432401,3.623962,3.742773,3.533611,3.796244,4.016212,4.373237,4.213253,4.009873,3.477622,3.556133,5.009955,4.22087,4.265056,3.982214,4.371052,5.161864,4.161386,3.988105,4.248744,3.060265,4.492548,4.824068,4.354529,4.787321,3.806595,4.729735,4.53792,4.614146,3.824276,5.2336,4.633133,4.798835,4.390066,4.857176,5.152128,4.758095,4.06571,4.678598,4.613428,5.227787,3.985208,5.225098,4.238411,4.66131,5.29464,4.17538,4.615721,4.439925,4.070994,4.141378,4.421052,3.953408,5.657858,4.484523
hsa-miR-101,7.182366,7.057389,7.085444,7.119445,7.478253,7.322405,7.755145,7.385053,6.471842,6.322779,6.443112,7.977412,8.608837,7.757357,7.128884,7.975723,7.774443,6.68649,5.330291,7.493478,7.038823,7.479495,7.330685,7.766361,7.886609,7.743737,8.01123,8.262272,6.176144,7.165682,6.061316,7.375963,5.656025,7.296937,6.42178,7.564166,5.665717,7.08035,7.540796,7.090802,5.353337,8.629159,8.041638,8.198725,3.87745,3.527592,3.977978,4.039784,4.404768,4.65238,4.475866,4.26863,4.481842,4.243884,3.833536,4.419109,4.738656,3.954947,4.557137,3.815327,4.575712,4.267994,4.084848,4.242253,4.19582,3.608221,3.969314,3.582916,3.833467,4.03684,3.902276,4.465881,3.601578,3.867446,4.126047,4.077909,3.947124,3.971592,4.161734,3.85635,4.108882,3.892372,4.112975,4.114483,4.49527,4.109527,4.749349,3.891749,6.551483,5.996067,5.522944,6.622022,6.530002,6.402263,6.932323,6.04495,5.800169,6.201892,6.399483,6.679069,6.547958,6.844311,6.149345,6.295819,6.768842,6.737247,5.827397,6.275187,6.728859,6.096737,7.028766,6.744456,6.901327,7.082026,7.134727,7.067758,7.175562,7.086227,6.92761,6.945378,6.00642,6.308424,6.178101,5.937157,6.932688,6.35311,6.359493,6.774148,6.871349,6.880335,7.113285,7.064346
hsa-miR-103,15.70044,15.51993,15.54761,15.39684,15.64224,15.73915,15.64907,15.57144,15.29492,15.36635,15.30234,15.73939,15.79874,15.7057,15.73995,15.53919,15.80485,15.48966,15.27199,15.64937,15.53424,15.66108,15.43188,15.50246,15.43971,15.46974,15.52417,15.51742,15.28847,15.40375,15.3302,15.33216,15.22704,15.36255,15.28551,15.41274,15.14852,15.28726,15.47863,15.46947,15.16183,15.72769,15.70531,15.5653,10.55506,10.43948,10.43466,10.75193,10.7839,10.3935,11.58889,10.4223,10.05335,10.23109,10.2522,10.3783,10.81228,10.27327,12.37236,10.54898,10.4699,10.28452,10.22588,10.50648,10.54081,10.46401,10.48085,10.26981,10.05006,10.51695,10.63693,10.55609,10.37122,10.48874,9.97822,9.933654,10.62541,10.57607,10.61896,10.10373,10.43127,10.61005,10.47303,10.25072,11.99978,10.66091,10.62488,10.58305,14.99663,14.81945,14.96696,14.96192,14.83797,14.87313,14.92223,14.72838,14.94853,15.00972,15.1146,15.24073,15.19726,15.39113,15.03233,14.92912,14.90939,15.07485,14.92226,14.95352,14.96079,15.04133,14.84391,15.01255,14.96819,15.03725,15.00462,14.94643,14.99578,15.08293,15.22625,15.01644,14.88834,15.04952,15.07838,15.15321,14.9875,15.05543,15.06166,15.15538,15.10982,15.05868,15.02317,15.0332
hsa-miR-105-star,3.246896,3.502259,3.791334,3.17309,3.924383,3.940278,4.116775,3.729755,2.803963,3.962098,3.602149,3.255196,3.846947,4.123088,4.368813,4.064007,4.066534,3.470167,3.436063,3.851853,3.883871,3.39993,3.699181,3.995389,3.651137,3.448879,3.41782,3.607996,2.765637,3.421632,3.548618,3.801347,3.043984,3.717883,3.857369,3.154886,3.816708,3.674947,3.637985,4.12388,4.223408,3.971721,3.929156,3.919633,3.555907,4.288805,4.397002,3.378955,3.896063,4.075778,3.816262,4.34082,3.955566,3.757321,3.368657,3.400168,3.791865,4.155769,3.836126,3.803788,4.079327,3.987224,3.981003,4.193066,3.550569,4.140545,3.585957,3.838207,3.87354,3.751882,3.901657,3.556183,3.803721,3.912933,3.610627,3.974115,3.937891,3.672335,3.734143,3.799049,3.651923,3.892372,3.741553,3.795011,3.617573,4.102249,3.020617,3.891401,4.116763,4.122448,3.095438,3.642769,3.804688,3.480313,3.72334,3.984059,4.074356,3.704151,3.469079,3.397129,3.546508,4.090563,3.586355,3.563285,3.556451,3.699629,3.577779,3.330168,3.763281,3.743373,3.511566,4.03217,3.624513,3.495749,3.889571,3.771249,3.697215,3.755671,3.585501,3.532529,3.772422,3.045151,4.193431,3.629493,3.73368,3.718735,3.378215,3.792369,3.52103,3.408136,4.152457,3.365241
hsa-miR-105,3.170248,4.139674,3.553388,3.2462,3.140659,3.746898,3.750116,2.845493,3.405683,3.167892,3.895939,3.62628,3.843619,3.467687,3.900928,3.182626,3.610923,3.289049,3.946579,3.058795,3.696898,2.651946,3.625067,3.275064,3.530231,3.6772,3.753436,3.243502,4.417476,3.647325,3.887929,3.234792,3.771839,3.498636,3.7685,3.154886,3.904503,3.22778,3.921384,2.120305,3.021125,3.662236,3.536171,2.763661,3.90123,3.663372,4.420427,4.223784,3.795181,4.142432,3.675957,4.003224,3.802249,3.699965,4.216795,3.607931,3.973103,3.847296,4.03558,3.658419,3.520185,4.146392,3.864162,3.812644,3.733016,3.792176,3.969314,4.251571,4.498601,3.692072,3.844253,4.056802,4.088447,3.679928,3.796849,4.077909,4.317589,3.827883,4.575271,4.180117,3.973208,4.553321,3.805876,3.911229,4.091797,3.643463,3.651408,3.556624,4.05925,3.423189,3.484771,4.065667,3.991484,3.943593,3.627252,3.467711,3.464609,2.911515,4.173961,3.466838,3.488056,3.678082,3.460192,3.375723,2.835617,3.326097,3.509275,3.827111,3.426259,3.89308,3.026463,3.698175,3.083866,3.786951,3.574767,3.337841,3.537773,3.585072,3.335403,4.245433,4.137136,3.384981,3.592182,3.510414,3.52863,3.664126,3.378495,3.182549,3.785348,3.782891,4.193695,4.301229
hsa-miR-106a-star,4.049642,3.561417,2.795089,3.950924,3.343121,3.68987,3.527623,3.454433,3.677583,3.746588,3.472234,3.851011,3.082868,3.838215,3.792342,3.639624,3.034529,3.767377,3.787122,3.955342,3.590438,3.864296,3.28785,3.95125,3.711373,3.210924,2.780424,3.976758,3.592018,3.165381,4.006741,4.108231,3.043984,3.818285,3.206184,3.576276,2.848282,4.154718,3.73823,3.691875,3.672034,3.177628,3.336575,3.360252,4.419614,4.01622,3.721579,3.990519,4.043973,4.271927,4.27918,3.896831,4.05072,3.865052,3.946246,4.170541,4.139759,3.906243,3.92297,3.940269,4.412987,3.885067,4.182282,3.814711,4.005123,3.848155,4.338333,3.973279,4.38136,3.693095,3.796148,4.622145,3.807879,4.894822,3.872204,4.492445,3.894741,4.801269,4.11813,3.799049,4.518108,4.462143,4.206455,3.735845,4.001699,3.760296,4.054938,4.204588,3.592716,3.366861,4.072345,4.073216,3.744161,3.818828,4.14444,4.020869,3.828634,3.795537,3.603901,3.985293,3.757068,4.233253,3.75356,4.265392,3.558059,3.756258,3.641756,3.603489,3.949355,3.737808,3.511566,3.644121,3.900984,4.024094,4.101077,4.352206,3.592883,3.999638,3.695994,4.121809,4.165987,3.810412,3.994676,4.043778,3.801954,3.719069,2.936955,4.002365,3.8327,3.544727,3.857577,3.563353
hsa-miR-106a,15.10961,14.99782,15.04878,14.87646,15.07721,15.20412,15.19936,14.92586,14.90358,14.93958,14.85412,15.1678,15.22902,15.01727,15.12207,15.02757,15.11129,15.03043,14.80424,15.01239,15.08477,15.10533,15.02284,15.08371,15.02659,15.01031,15.04278,15.01797,14.55565,14.96494,14.86511,14.91812,14.47114,14.97225,14.5372,14.91751,14.6569,14.96287,15.00742,14.98848,14.35784,15.13318,15.09562,15.04078,9.910134,10.15228,9.674593,10.27711,10.17663,9.751647,10.65064,10.09633,10.05492,10.01991,10.00013,9.848464,10.31101,10.18463,10.52992,10.20038,10.13727,10.21169,10.19896,10.10865,10.2279,10.41922,10.01267,10.23782,9.611059,9.839958,10.25391,10.16855,10.05231,10.1526,10.17721,10.08302,10.23431,10.18672,10.31593,10.44371,10.31566,10.41459,10.02307,9.864679,10.49518,10.3143,10.12559,10.22114,14.38926,14.09083,14.32851,14.29568,14.18376,14.30254,14.39359,14.24072,14.32765,14.45141,14.69789,14.54637,14.64124,14.38279,14.32478,14.23616,14.26837,14.40347,14.306,14.48949,14.50524,14.45267,14.33174,14.41481,14.36424,14.43001,14.39332,14.29537,14.44288,14.52634,14.45979,14.42356,14.17947,14.3988,14.54544,14.44463,14.2692,14.45976,14.42191,14.64958,14.40711,14.38059,14.35179,14.35479
hsa-miR-106b-star,10.46598,10.5561,10.6538,10.86262,10.60808,11.13315,10.82221,10.45601,10.79684,10.89711,10.69339,10.72197,10.54743,10.38687,10.90907,10.47186,10.66637,11.34644,11.10128,10.45191,10.26133,10.47683,11.04665,11.09038,10.71546,10.66288,10.65934,10.78537,11.0797,11.2554,10.67828,10.28311,11.01122,10.21681,11.51051,9.962196,10.86163,10.72511,10.53672,10.97714,11.33214,10.30013,10.47967,10.041,3.303984,4.016747,4.042476,5.108135,4.900007,4.65787,5.958827,5.106569,4.197289,3.587914,4.234039,3.907116,5.595225,3.73515,6.005744,4.732175,4.536918,4.690918,3.678234,4.723125,4.203834,3.608221,4.940628,4.203591,4.015895,4.077808,4.679248,4.660185,4.178261,4.267548,3.864265,4.427919,4.930213,5.013089,5.551107,3.966726,5.128659,4.036319,4.410393,4.688563,6.117087,4.651608,4.944727,4.810235,10.44975,10.34293,10.61059,10.16465,10.22609,10.34617,9.695517,10.43762,10.5073,10.50394,9.918136,10.23824,10.51163,9.641784,10.30133,10.28473,10.0972,9.977587,10.55556,10.06365,10.12671,10.12096,10.45551,10.19963,9.864565,9.858602,10.34363,10.0677,9.694438,10.16498,10.76246,10.05184,10.28257,9.76571,10.34671,10.33783,9.619372,10.1466,10.43525,10.43626,10.09928,10.16689,10.10919,10.20716
hsa-miR-106b,14.45548,14.33196,14.35908,14.25397,14.45668,14.45984,14.4403,14.22898,13.86398,13.52145,13.82299,14.55009,14.53291,14.43975,14.48922,14.35826,14.5807,14.31171,14.19742,14.35553,14.29703,14.43797,14.54411,14.55658,14.4665,14.48019,14.49082,14.49019,14.07968,14.47477,14.35516,14.26124,13.68278,14.25303,13.62792,14.36054,14.05775,14.24396,14.4532,14.43311,13.72484,14.54016,14.51906,14.47024,9.000027,8.994728,7.393984,9.702127,9.451442,8.577914,9.60146,9.288904,8.894921,9.38917,8.247579,9.639095,9.500237,9.385276,9.920381,9.74802,9.197533,9.346979,9.318493,9.634494,9.673559,9.618645,9.208551,8.967592,9.094099,8.181792,9.501353,8.909069,9.233342,9.497773,9.602019,9.219125,9.888491,9.471638,9.75159,9.619336,9.726948,9.381238,9.450418,9.523941,9.837225,9.296632,9.528079,9.480195,13.87711,13.78326,13.91284,14.01658,13.76364,13.73902,13.73159,13.11685,13.09335,13.5116,13.91943,14.06994,13.77139,13.85609,13.78955,13.81053,13.75769,13.96617,13.28074,13.88537,13.90262,14.07286,13.98641,13.90482,13.84749,13.94068,13.72959,13.94353,13.95421,13.95747,13.85686,13.7918,13.62203,13.77405,14.22885,13.8886,13.79643,13.92733,13.7625,13.91229,13.92083,13.88868,13.81944,13.83647
hsa-miR-107,15.40793,15.35378,15.3886,15.26822,15.47044,15.43153,15.45732,15.33112,15.17295,15.18422,15.1444,15.42426,15.36983,15.4265,15.46865,15.33434,15.48909,15.32576,15.14228,15.41711,15.35837,15.44238,15.27887,15.3301,15.27624,15.30874,15.3688,15.36138,15.09051,15.21256,15.20494,15.28149,14.98416,15.28035,15.04846,15.29257,14.97655,15.19455,15.32139,15.13915,14.97024,15.45384,15.3906,15.35368,10.44566,10.39074,10.27726,10.53952,10.5338,10.15885,11.22305,10.27856,10.25947,10.23071,9.935269,10.31567,10.5788,10.10208,11.50781,10.40208,10.29338,10.27619,9.990184,10.29798,10.38021,10.34159,10.27768,10.04461,9.960577,10.34268,10.38428,10.47557,10.27293,10.46078,10.14944,9.975245,10.43996,10.39788,10.43471,10.06819,10.33628,10.50709,10.28847,10.10403,11.52383,10.4985,10.51998,10.42463,14.80539,14.63763,14.8694,14.80148,14.69064,14.68858,14.82672,14.51819,14.74198,14.83397,14.90137,14.96581,15.02417,14.91532,14.88927,14.81434,14.72741,14.92262,14.72339,14.79987,14.88561,14.92569,14.68647,14.88051,14.87164,14.92029,14.72386,14.78947,14.91172,14.97234,14.93814,14.93337,14.69755,14.89679,14.94491,14.86371,14.85773,14.93076,14.82512,14.95263,14.91889,14.91146,14.81136,14.87485
hsa-miR-10a-star,4.20137,4.142797,4.494646,3.862297,4.844056,4.498461,5.163835,4.884833,4.387223,4.387459,4.988166,4.739223,5.697401,5.451488,4.99724,4.09984,4.523683,4.801776,4.790419,4.172531,4.187313,4.849974,5.096942,4.702381,4.268579,4.095971,5.055594,4.347406,4.374267,4.895312,4.883461,5.054876,3.455748,4.333718,4.274431,5.426475,4.841977,4.387434,5.143811,4.009225,3.860665,4.289743,4.864925,5.27103,3.87745,4.359732,4.042476,3.45131,3.949465,3.620358,4.126081,3.946457,3.905935,4.331693,3.833515,4.121599,3.96794,4.108078,3.784633,4.057738,4.200894,3.740238,3.922053,3.871463,4.198678,3.961586,4.338333,3.648552,3.987261,4.222119,3.849177,3.901383,4.201625,3.963674,4.1757,3.920078,4.577281,4.237017,4.163616,3.740781,4.111413,3.681195,3.910199,3.735845,3.919731,4.233671,3.539761,3.789042,4.107863,4.344843,3.484771,4.073216,3.991334,4.067035,4.421906,4.685577,4.252228,3.845557,4.173961,4.584502,4.200401,5.08011,4.231673,4.028005,4.574402,4.042606,3.824211,4.439157,3.992181,3.508713,4.544395,4.53941,4.19409,4.217743,3.766711,4.389496,4.373119,3.945312,4.400024,4.561638,4.137136,4.159187,4.661354,4.179994,4.532375,4.154454,3.851558,4.141378,4.423052,3.939333,4.954352,4.484523
hsa-miR-10a,8.148159,8.222176,7.717537,6.784919,8.424369,9.620339,8.724071,8.314463,7.924498,7.945732,7.505207,8.393363,9.694365,8.77188,8.875748,8.360833,8.942212,8.892022,8.371964,8.21034,7.921145,7.691206,8.579099,8.501719,8.165865,7.805756,9.199234,8.115907,8.550723,8.698896,8.998891,7.785143,8.643625,8.506266,8.320209,9.232753,9.019677,8.289361,9.111287,8.345318,7.161711,8.49783,8.594,8.947568,3.788803,3.663372,4.042476,4.282368,4.757658,4.436664,4.734658,3.677616,4.603521,3.918578,3.833515,4.070087,4.522214,4.43846,4.973887,4.839443,4.174757,3.638276,4.030698,3.93123,3.955256,4.836281,3.967255,4.4543,4.20119,4.172061,4.511734,4.476992,4.305809,4.214299,4.126047,5.012369,3.989693,4.201508,4.858582,4.269336,4.401685,4.339677,3.910199,4.451844,4.555399,4.076238,4.056108,4.13868,6.769669,7.646205,7.45438,6.346849,6.486373,7.35816,7.200061,7.612585,7.98576,7.668611,7.883499,7.208145,8.217448,7.686772,6.341066,6.90725,7.91923,6.776021,8.297673,6.590702,6.90059,6.405799,8.435639,7.168435,7.571736,6.934252,8.015231,6.931574,7.452302,7.49148,7.781877,6.728886,7.410911,7.372556,6.885566,6.957219,8.067329,6.787115,7.030801,6.178451,6.682279,6.706088,6.321636,5.957598
hsa-miR-10b-star,3.515394,4.183244,3.988456,3.617757,4.651783,4.32303,4.536848,3.871588,3.834968,4.149252,4.247611,4.066428,4.307874,4.349437,4.130064,3.640553,4.941058,3.619948,4.547916,4.024124,4.003385,3.867683,4.007539,3.907158,4.608328,3.958067,4.616254,4.287147,4.569046,4.619623,4.338968,3.950265,3.768267,3.819177,4.074098,4.030266,4.065978,4.115283,4.488658,4.953953,4.781747,3.755246,4.670469,4.594733,3.891802,3.850557,3.920308,4.282368,3.992909,4.060751,4.013211,3.724827,4.184239,4.198963,4.234039,4.268014,3.732021,4.10677,4.001906,4.098758,4.23289,3.933863,4.325965,3.622018,4.150381,4.272256,4.198823,3.887808,3.982066,4.074739,3.795498,4.204721,3.952915,4.669081,4.239674,4.177718,3.937891,4.65074,4.205886,3.913724,3.915599,4.2595,3.91332,3.473516,3.919731,4.27593,4.009802,4.247314,3.899981,4.464258,4.34381,4.073216,4.529741,4.166532,3.859873,3.049446,3.828634,3.795537,4.541465,4.079716,3.849416,4.039629,4.374921,4.508605,4.373268,4.188995,4.101478,4.305054,4.262584,4.678151,4.50834,4.139233,4.283743,3.904603,4.461701,3.875652,3.964929,3.901921,4.299021,3.824307,3.815912,4.087065,4.581422,3.375959,3.829929,3.996992,3.948359,4.600361,3.967515,4.644238,4.507985,4.943694
hsa-miR-10b,4.729554,5.872247,4.589227,5.170172,5.091197,5.766918,5.480449,5.375106,4.629236,4.556326,4.544234,5.467281,5.448226,5.513384,5.085385,5.396887,5.746148,5.763587,5.068002,4.900388,4.825999,5.156929,5.208544,5.583898,5.504072,5.745855,6.013548,5.223877,5.91604,5.484391,5.69457,5.232141,5.252203,5.263986,5.014423,5.783867,6.241282,5.617219,5.638805,4.723154,6.172176,5.729875,5.390713,5.604978,4.331322,4.458844,4.036503,4.83852,4.405681,4.571156,4.622917,4.365719,4.229048,4.255455,4.533326,4.427649,3.910451,5.306587,4.278206,4.653883,5.122898,4.352372,4.185576,4.095752,4.635941,4.497707,4.436405,4.256588,4.679768,3.871468,4.223706,4.311309,5.004107,4.515497,4.852585,4.988769,4.417943,4.561224,4.534448,4.459052,4.853077,5.216106,4.308842,4.433507,4.281993,4.52927,4.354963,4.942167,5.007511,5.102373,4.841763,5.609411,4.694926,5.242709,5.506745,5.791043,5.44617,5.142328,5.187375,5.03054,5.594563,5.036991,4.88722,5.369129,5.283957,5.495011,5.609824,4.950058,5.367889,5.178178,5.479635,5.549347,5.573696,5.360037,5.467055,4.917744,5.158279,5.148501,5.304151,4.804491,5.553963,5.570617,5.534435,5.173546,5.940156,4.734942,4.99851,5.05019,5.052682,5.140702,5.256743,5.059405
hsa-miR-1178,3.094005,3.489232,3.786433,2.500102,3.34311,2.740654,3.286888,3.775179,3.083224,3.167892,3.25729,3.436018,3.328546,3.46998,3.24668,3.774741,3.418438,3.463213,3.833435,3.466891,3.365169,3.459712,4.164431,2.858248,3.454926,3.374537,3.546042,3.441229,3.440337,3.430054,3.760408,3.001818,4.168359,3.606153,3.515029,3.629322,2.967602,3.299257,3.340625,3.691875,4.124366,3.169518,3.342834,3.41693,4.388762,4.40729,4.662725,3.521711,3.900731,4.311937,3.58548,4.051822,3.855023,3.642034,4.662548,4.021028,3.666527,4.066971,3.462563,3.892879,4.079327,4.578644,4.483915,3.935614,3.908143,3.671363,4.30383,3.886263,3.929799,4.177156,4.261483,3.848638,4.137124,3.912933,4.372776,4.324651,4.355069,4.637846,3.734319,4.23422,4.015475,3.89784,4.248548,4.357111,4.408584,3.700524,3.477809,3.990153,3.843559,3.940226,4.02136,3.297068,2.844441,3.757294,3.675424,3.689616,3.774634,3.33192,2.406017,3.398367,3.793222,3.72323,3.387839,3.776709,3.491929,3.590665,3.9914,4.066669,3.659628,3.067519,2.823067,3.466333,3.624513,3.261318,3.517442,3.538533,3.068547,3.644561,4.114559,3.642194,3.620406,3.992016,3.706818,3.234656,3.204188,3.824045,3.21993,3.41557,3.683596,3.480031,3.42214,3.364302
hsa-miR-1179,3.967407,3.419902,3.844543,3.381121,3.343121,3.985338,3.805922,3.02253,3.323966,3.388258,3.180989,4.250563,4.093287,3.173298,3.792342,3.824276,3.581962,3.693829,2.478214,3.688574,3.700963,2.99584,3.625067,3.95125,4.036839,3.653078,3.41782,4.089054,4.233416,3.797644,3.620005,3.083344,4.330901,3.560091,4.009244,4.016354,4.132737,3.556711,3.527025,3.823545,3.007235,3.594423,3.743117,3.913964,4.020617,4.019374,4.327433,3.83239,3.741168,4.1021,3.760108,3.724827,3.860455,4.243676,3.942033,3.676363,3.966606,4.256094,3.73489,4.023263,3.87222,4.062418,3.609927,4.143016,4.239304,3.671363,4.020188,3.829329,4.216696,3.7571,4.001273,3.679447,3.954017,4.113595,3.735916,4.385548,4.278804,4.152315,3.891358,4.072246,4.401685,3.892372,3.48571,4.220367,3.794341,4.009217,3.812883,4.597556,3.721181,3.420775,3.745111,4.094514,3.359205,3.757294,3.341783,3.116337,4.330316,3.795537,3.781321,3.715003,3.433895,3.832665,3.460192,4.081125,3.791841,3.702996,3.705465,4.064483,4.077471,3.628496,4.086658,2.943677,3.681495,3.048177,3.827029,3.407173,3.592422,3.248243,3.641541,3.783309,3.387723,3.702646,3.186241,3.444046,3.688906,3.606528,2.830225,3.849526,3.834187,3.783399,3.542351,3.846008
hsa-miR-1180,5.495046,4.304461,3.729748,5.707892,5.343865,4.240087,5.017318,5.37899,3.086062,5.195009,5.654436,5.183824,5.852298,4.545146,4.949762,4.805094,4.811059,3.968329,5.883886,5.40816,4.649467,5.171993,4.478433,3.540221,4.040925,3.833749,4.7509,4.771542,5.379771,5.05814,4.418818,4.986847,5.357965,5.005124,5.862504,4.114071,4.718871,4.066987,4.520363,4.64989,5.880957,4.875664,3.75656,4.30082,4.020617,4.320308,4.281028,4.101737,3.561736,3.672621,3.826451,3.894109,3.909117,3.868935,3.996788,4.714431,3.854077,3.902538,3.760207,3.940269,3.639609,3.638276,3.922729,3.751325,3.904384,4.173105,3.589035,3.71773,3.640661,4.172061,4.181879,4.008854,4.088447,3.798513,4.125371,4.781324,3.807585,4.318233,4.02587,4.120986,3.533611,4.036319,3.855585,3.544217,3.554194,3.705919,3.913418,3.890987,4.498619,5.550866,5.558049,4.552582,4.848459,5.342735,5.505356,5.102862,5.220231,4.984597,4.441056,5.005264,6.050252,5.098982,6.025051,5.322109,4.989007,5.189213,5.757304,5.253452,5.288705,5.55867,4.648035,5.045696,5.309044,5.226777,5.306927,6.37837,4.747978,5.462964,6.256889,5.561612,5.659453,5.41947,5.388598,5.469366,5.89755,5.360651,4.888459,5.316685,5.531321,5.455778,5.675535,5.236902
